orth,translation
MAINTENANT INFORMER LE TEMPS À L'AVANCE DEMAIN JEUDI DIX-SEPT MARS,et maintenant les prévisions météo pour demain jeudi 17 mars
UN PEU DE NUAGES TEMPS AUSSI,deux zones de basse pression détermineront notre temps dans les prochains jours
MAIS AU MILIEU DE LA MER RÉGION NORD SUD ET EST DE L'ALLEMAGNE LA PLUPART DU TEMPS PLUIE,un sur la mer Méditerranée qui apporte de fortes pluies dans certaines régions du sud et de l'est de l'Allemagne
AUTRES DE LA MER VIENNENT VENDREDI SOIR VIENNENT NORD-OUEST VIENNENT PLUIE RÉGION,un autre qui arrive de l'Atlantique et dirige des nuages de pluie vers le nord-ouest le vendredi soir
MÊME NORD-OUEST AUSSI ET SUD-EST PLUS SEC SINON RÉGION BEAUCOUP DE PLUIE NORD-EST GÉNÉRALEMENT PLUIE,"dans ces régions ainsi que dans le sud-est, le temps sera généralement sec cette nuit, sinon il y aura des pluies intermittentes parfois fortes dans le sud-ouest et l'est."
JOUR AUSSI NORD OUEST PLUS SEC RÉGION RESTE RÉGION LIEU PLUIE SUD-EST PLUS LONG FORTE PLUIE,"en journée également, il y aura beaucoup de nuages dans le nord-ouest et l'ouest, le temps restera généralement sec dans le reste du pays, il pleuvra par intermittence dans l'est et le sud-est, parfois de manière prolongée et forte"
NUIT TEMPÉRATURE ZÉRO DEGRÉ CÔTE À HUIT FLEUVE,"dans la nuit, les températures vont de zéro degré près de la côte à huit degrés dans le Rhin supérieur"
I+S RIVIÈRE DEMAIN PEUT ATTEINDRE TREIZE DEGRÉS CÔTE DEUX DEGRÉS FRAIS,sur l'isar demain jusqu'à treize degrés sur la côte il reste assez froid avec deux degrés
MONTAGNE JUSQU'À LAUSITZ PLUIE CONTINUE MONTAGNE IX NEIGE POSSIBLE,"Vendredi, il pleuvra encore des Alpes à la Lusace et il neigera en partie en montagne."
PUIS NORD-OUEST POSSIBLE NOUVELLES PLUIES,"dans la soirée, de nouvelles pluies arrivent du nord-ouest"
WEEK-END TEMPS VARIABLE MAIS DIMANCHE PLUS VENIR BEAU,"temps instable le week-end, mais dimanche le temps deviendra de plus en plus agréable à partir du nord"
DEMAIN TEMPS COMMENT-APPARAÎTRE VENDREDI UN TRENTE DÉCEMBRE,et maintenant les prévisions météo pour demain vendredi trente et un décembre
BAS NUAGE VENIR CETTE NUIT SUD VENIR,les nuages d'une dépression sur la mer du nord atteignent le nord de l'allemagne dans la nuit
PUIS DEMAIN VENIR RÉGION,ils se déplacent vers le centre au cours de la journée
PLUS DOUX SUD HIVER TEMPS CALME,de l'air plus doux arrive de la mer du Nord vers nous au sud Temps hivernal calme
RÉGION VENIR PEU PLUIE NEIGE GELER SOL GLISSANT POUVOIR,"dans le courant de la nuit, quelques pluies ou bruines du nord jusqu'aux montagnes moyennes septentrionales provoquant du verglas sur sol gelé"
IX UN PEU DE NEIGE,localement un peu de neige
RÉGION SEC MONTAGNE HAUTE MONTAGNE POUVOIR SOLEIL,"au sud de la main, le temps reste sec en haute montagne et dans les alpes, le soleil brille aussi"
VENT VENTS MODÉRÉS FRAIS,le vent est modéré par moments et frais par moments
JOUR CINQ RÉGION À QUATRE DEGRÉS RÉGION,"en journée, moins cinq degrés par temps de brouillard dans le sud-est plus quatre degrés à la mer du nord"
SAMEDI ENTRE EN COURS PUIS TEMPÊTE PLUS TARD PEUVENT NEIGE PLUIE,"dans la nuit de vendredi à samedi, rafales de vent sur la mer Baltique en journée, il faut s'attendre à un peu de neige ou de pluie verglaçante de temps en temps"
NORD PUIS SOLEIL VENIR,le soleil s'impose depuis les côtes
DIMANCHE TEMPS VARIABLE,"dimanche, temps variable"
COMME- TOUJOURS LUNDI AUSSI,Le lundi n'y changera pas grand-chose
MAINTENANT TEMPS DEMAIN JEUDI SIX JANVIER COMMENT-APPARAÎTRE,et maintenant les prévisions météo pour demain jeudi 6 janvier
ANGLAIS VENIR BAS VENIR AIR DOUX VENIR PLUIE VENIR,une zone de basse pression se rapproche de l'Atlantique et dirige des masses d'air très doux et des nuages de pluie vers l'allemagne
PLUIE EN PLUS DÉGELER NEIGE DÉGELER PEUVENT MONTER L'EAU,La pluie s'accompagne d'un fort dégel et d'un risque d'inondation.
CETTE NUIT NUAGE VIENNENT PEUVENT NEIGE EN PLUS PLUIE,"cette nuit, des nuages s'étendront à partir de l'ouest, apportant parfois de la neige, puis de plus en plus de pluie"
PEUVENT GLISSER,et peut devenir très glissant
DEMAIN PLUIE PEUVENT GELER LISSE VIENNENT EST IX EST,"demain, les pluies parfois fortes et verglaçantes atteindront également l'est"
IX PEUVENT NEIGE LAC ET ALPES PEUVENT ÊTRE SECS,"dans ces régions ainsi que dans le nord, il y a encore localement de la neige à la mer et dans les Alpes, le temps peut rester sec pendant une période prolongée."
VENT MODÉRÉ FRAIS CÔTE PEUVENT TEMPÊTE SOUFFLER MONTAGNE OURAGAN,"vent modéré à frais en rafales parfois fort à tempétueux de secteur sud à sud-ouest dans les sommets, des rafales de type ouragan sont possibles"
SUD-EST CIEL PEUVENT MOINS TREIZE DEGRÉS RIVIÈRE ZÉRO DEGRÉ,"dans le sud-est, sous un ciel dégagé, cette nuit jusqu'à moins treize degrés dans le bas-rhin, zéro degré"
DEMAIN EST PROCHE GEL ZÉRO DEGRÉ ENTRE,"demain, à l'est, les valeurs seront encore proches du point de congélation"
MONTAGNE DIX DEGRES,"dans le brisgau, dix degrés au-dessus de zéro"
VENDREDI BEAUCOUP DE PLUIE SPÉCIALEMENT SUD-OUEST PLUIE POUVOIR,"vendredi, pluies généralisées pouvant être fortes, notamment dans le sud-ouest"
NORD IX NEIGE,"dans le nord, il y a encore un peu de neige qui tombe"
INFORMER MAINTENANT LE TEMPS DEMAIN MARDI DEUX VINGT NOVEMBRE,"et maintenant les prévisions météo pour demain, mardi vingt-deux novembre"
BROUILLARD SOLEIL AUSSI UN PEU NUAGEUX AUSSI DANS-VENANT JOUR ONT UN PEU HAUTE PRESSION CIEL,brouillard soleil et aussi quelques nuages c'est ce qui nous attend dans les prochains jours sous l'influence de la haute pression
VENDREDI PROCHAIN MER VENIR NORD VENIR PEU TEMPS VARIABLE PEU VENT,"Vendredi, des basses pressions atlantiques apporteront un temps variable et venteux dans les régions du nord du pays."
NUIT IX DÉBUT À NOUVEAU BEAUCOUP DE CIEL CLAIR PUIS PLUS DE BROUILLARD HAUT LIEU DE BROUILLARD POSSIBLE AVOIR UN PEU DE GIVRE LISSE,"la nuit commence à nouveau par un ciel dégagé en de nombreux endroits plus tard, le brouillard et les champs de brouillard élevés se répandent de plus en plus par endroits, il faut s'attendre à du givre"
AUSSI NORD IX UN PEU BASSE ONT UN PEU DE BROUILLARD LONGTEMPS ADHÈRENT,"le brouillard persiste parfois demain, surtout dans le nord et dans certaines régions de plaine"
neg-VON neg-NEBEL negalp-KEIN BEAUCOUP DE SOLEIL,"en dehors de cela, le soleil brille souvent"
APRÈS MIDI OUEST NORD-OUEST POSSIBLE UN PEU DE NUAGES VENIR,"dans l'après-midi, quelques nuages peuvent apparaître dans l'ouest et le nord-ouest"
VENT MODÉRÉ NORD-EST SOUFFLANT MER MODÉRÉ SUD-EST SOUFFLANT CETTE NUIT IX PEUT GELER LÉGÈREMENT SEULEMENT UN PEU CHAUD OÙ MONTAGNE IX,"demain, le vent sera faible dans le nord-est et modéré sur les côtes, en provenance du sud-est cette nuit, il gèlera légèrement sur une grande partie du territoire - les régions montagneuses seront les moins froides"
DEMAIN BROUILLARD CONTINU ZÉRO DEGRÉ ENVIRON SOLEIL DIX À TREIZE DEGRÉS ENVIRON,"demain, dans la brume persistante, vers zéro, sous un soleil assez doux, dix à treize degrés"
MERCREDI JEUDI CONTINUER TEMPS MÊME,"mercredi et jeudi, le temps restera globalement le même"
VENDREDI TEMPS PLUS NORD PLUS CHANGEANT PLUS DE VENT MAIS SEC PUIS SUD-EST PLUS COMME- TOUJOURS COMME- TOUJOURS,"Vendredi, le temps sera variable et venteux vers le nord, mais le temps restera généralement sec, tandis que dans le sud, il y aura peu de changements."
HAUTE PRESSION VENIR DEMAIN AUSSI CHAOS CHANGEMENT SOLEIL BROUILLARD,"demain, l'influence d'une zone de haute pression donnera lieu à un mélange de brouillard et de soleil sur une grande partie du pays"
OUEST NUAGE PLUS MONTRER-ÉCRAN DÉJÀ TEMPS MAUVAIS,"mais dans la moitié ouest, de plus en plus de nuages apparaissent, annonçant un changement de temps imminent"
LA SEMAINE PROCHAINE BAS CHANGEMENT DE TEMPS,"la semaine prochaine, le temps sera assez changeant avec des dépressions atlantiques."
CETTE NUIT PARTIE CLAIRE PARTIE NUAGEUSE,"ce soir, le ciel est en partie clair et en partie couvert"
EN COURS RÉGION OUEST RÉGION SUD BROUILLARD DEMAIN PEUVENT RESTER,"plus tard, des champs de brouillard se formeront surtout dans l'ouest et le sud et pourront en partie persister demain"
DEMAIN RÉGION NORD SEPT DEGRÉS SUD QUATORZE DEGRÉS,demain sept degrés à l'extrême nord à quatorze degrés au sud-ouest
DIMANCHE RAREMENT NUAGEUX SOLEIL PUIS RÉGION OUEST PLUIE,"dimanche : d'abord du soleil et des nuages, puis de la pluie dans l'ouest du pays"
AUSSI VENT FORT RÉGION NORD POSSIBLE TEMPÊTE,Le vent s'est levé et a soufflé en rafales sur la mer du Nord.
LUNDI MARDI PRINCIPALEMENT NUAGEUX AVERSES POSSIBLES,lundi et mardi beaucoup de nuages avec des averses ou de fortes pluies
PARFOIS SOLEIL,le soleil se montre ici et là
DEMAIN TEMPS COMMENT-APPARAÎTRE MARDI NEUF VINGT MARS,"et maintenant les prévisions météorologiques pour demain, mardi, vingt-neuf mars"
ALLEMAGNE PAYS HAUT VIENNENT PLUS LOIN EST RÉGION DEMAIN SOLEIL FORT,un anticyclone se déplace sur l'Allemagne en direction de l'est et nous offre un mardi largement ensoleillé
À PARTIR DE MERCREDI OUEST VENIR MER BASSE,"à partir de mercredi, les nuages d'une dépression atlantique nous atteindront par l'ouest"
MONTAGNE HAUT PEUVENT SOURCE NUAGE PROCHE RÉGION PEUVENT SE CONDENSER,"sur les montagnes, il peut y avoir quelques nuages d'altitude et près de la côte, des nuages plus denses"
NORD PARTIELLEMENT SOUFFLE NORD SOUFFLE FORT,"dans le nord, vent d'ouest modéré, voire frais à fort dans la mer Baltique"
RÉGION VENT TOURNER POUVOIR,"sinon, le vent est généralement faible et souffle dans différentes directions."
CETTE NUIT GÉNÉRALEMENT LÉGER GEL OU PROCHE DE ZÉRO ENTRE,"cette nuit, léger gel ou températures proches du point de congélation sur une grande partie du territoire"
RUEGEN DEMAIN SIX NORD RÉGION VINGT DEGRÉS,"demain, six degrés sur l'île de Rügen, vingt degrés dans le Rhin supérieur"
MERCREDI RÉGION AGRÉABLE OUEST NUAGEUX AVERSES AUSSI ORAGEUX,"mercredi, le temps restera encore généralement agréable dans la moitié est et nuageux dans la moitié ouest avec des averses et des orages locaux"
JEUDI RÉGION VARIABLE À PARTIR DE VENDREDI SUD-OUEST VENIR PLUS AGRÉABLE,"jeudi, temps variable partout mais à partir de vendredi, le sud-ouest redeviendra lentement plus agréable"
ICI MÉTÉO COMMENT-APPARAÎTRE DEMAIN VENDREDI HUITIÈME JANVIER,et maintenant les prévisions météo pour demain vendredi 8 janvier
PRINCIPALEMENT BAS CENTRE MER CENTRE CETTE NUIT DEMAIN DONC LA NEIGE ARRIVE,une puissante dépression sur le centre de la mer Méditerranée provoque dès la nuit et demain des chutes de neige en Allemagne à partir du sud
DEMAIN VENT MODÉRÉ VENT MER VENT MER POSSIBLE TOURBILLON VENT,le vent soufflera modérément à fraîchement demain en montagne il sera fort il y aura des rafales de vent en tempête en montagne des rafales de vent de type ouragan
SAMEDI PARTIE NEIGE PRINCIPALEMENT VENT,"samedi, il neigera par moments et il y aura du vent par endroits"
AUSSI DIMANCHE BEAUCOUP DE NUAGES SPÉCIALEMENT EST SUD PLUS PRÉDOMINANCE NEIGE AUTRES SE DISSIPER,"dimanche aussi, beaucoup de nuages, surtout dans l'est et le sud, avec des chutes de neige encore plus fortes, sinon les chutes de neige diminuent progressivement"
LUNDI UN PEU DE NEIGE,"le lundi, il neige encore légèrement par moments"
DEMAIN MÉTÉO COMMENT-APPARAÎTRE MERCREDI QUATORZE AVRIL,et maintenant les prévisions météo pour demain mercredi 14 avril
LES ALPES BAS EST ARRIVENT MAINTENANT SUD EST PUIS CHANGEANT,la dépression qui se déplace des Alpes vers l'est apporte un temps variable dans le sud et l'est de l'Allemagne
RÉGION SUD CETTE NUIT PLUIE SINON RÉGION CLAIRE ÉTOILES PEUVENT VOIR BROUILLARD EN PLUS,"dans les parties sud du pays, il pleuvra cette nuit sur une grande partie du territoire ; ailleurs, le ciel sera partiellement dégagé et du brouillard se formera par endroits"
JOUR RÉGION SUD-EST DIFFÉRENCE PLUIE PEUT AUSSI ÊTRE ORAGEUX,"en journée, les nuages sont plus ou moins denses au sud et à l'est, avec ici et là de la pluie ou des averses, et quelques orages."
NORD-OUEST CHANGEANT SOLEIL NUAGE,"au nord et à l'ouest, tantôt soleil, tantôt nuages"
VENT VENT CÔTE EST VENT FORT,le vent de nord-est souffle faiblement à modérément dans le nord-est et sur les côtes vent parfois frais
CETTE NUIT FLEUVE SIX UN DEGRÉ ALPES,"cette nuit, six degrés sur le Main un degré dans les Alpes"
JEUDI PRINCIPALEMENT SUD-EST NUAGE CIEL AVERSES IX POUVOIR,"jeudi, les nuages domineront dans la moitié sud-est du pays avec des averses par endroits"
RÉGION NORD-OUEST PLUS DE SOLEIL,"en direction du nord-ouest, le soleil brille généralement"
VENDREDI ALPES FORT NUAGE CIEL PEU DE PLUIE SINON RÉGION SOLEIL,"vendredi, le ciel sera très nuageux sur les Alpes et il pleuvra un peu, sinon le soleil brillera assez souvent"
BON SOIR CHER SPECTATEUR,bonsoir chers spectateurs
NUIT RESTER SEC DEMAIN PLUIE,"dans la nuit, le temps reste généralement sec chez nous, mais demain dans la journée, il pleuvra à nouveau par moments"
GRANDE-BRETAGNE VENIR PLUIE DEMAIN MATIN OUEST DÉJÀ PLUIE,la prochaine zone de pluie arrive de Grande-Bretagne et nous atteindra demain matin déjà à l'ouest
RÉGION SOIR AVERSES JUSTE ALPES NORD AVERSES MOINS CLAIR FROID,oui cette nuit il y aura encore quelques averses maintenant sur le bord des alpes sinon les averses sur la mer orientale s'atténueront il fera clair et ça se rafraîchira ensuite
DEMAIN MATIN ENVIRON HUIT À QUATORZE DEGRÉS,"demain matin, il fera entre huit et quatorze degrés"
CHAUD EN JOURNÉE AUJOURD'HUI,"et pendant la journée, il fait déjà un peu plus chaud qu'aujourd'hui"
NORD-OUEST TEMPÉRATURE ENVIRON DIX-SEPT À TROIS VINGT,"dans le nord et l'ouest, les températures sont encore un peu modérées, il fait entre dix-sept et vingt-trois degrés."
EN PLUS OUEST MATIN DÉJÀ PLUIE AVERSES PARTIE APRÈS-MIDI ORAGES À VENIR,"Nous avons de la pluie dans l'ouest dès le matin, ce ne sont parfois que des averses, mais l'après-midi, il y a aussi des orages qui s'étendent vers l'est."
IX PARTIE LONG TEMPS MAIS SOLEIL BEAU IX,Il y fait en tout cas encore longtemps beau avec du soleil et des nuages.
IX AUSSI RIVIÈRE PLUIE MATIN AVERSES APRÈS-MIDI ORAGES ARRIVENT,"cela vaut aussi pour le sud de l'allemagne, le long du rhin, il y a déjà de la pluie, le matin des averses et l'après-midi des orages qui s'étendront vers l'est."
AVERSES ORAGEUSES PLUS LOIN EN PLUS CHALEUR HUMIDE SURTOUT JEUDI,"et les averses et les orages se poursuivent, avec en plus une chaleur étouffante, surtout le jeudi."
VENDREDI ORAGES PEUVENT VENT,"et dans la nuit de jeudi à vendredi, les orages pourraient devenir violents."
NUIT BROUILLARD HAUT BROUILLARD RÉGION,"dans la nuit, du brouillard ou des champs de brouillard se répandent par endroits"
LIEU POSSIBLE SOL GEL,il faut s'attendre localement à des gelées au sol
MARDI SUD-OUEST SOLEIL SINON RÉGION PLUIE,"mardi, le soleil brille temporairement dans le sud-ouest et en direction de l'est, sinon il pleut ici et là"
MERCREDI SUED PARTIE AIMABLE AUTRE RÉGION NUAGE PLUS NEGATIF SOLEIL MINIMUM PLUIESSE,"mercredi, temps partiellement agréable dans le sud, sinon plus de nuages que de soleil et un peu de pluie"
BON SOIR CHER IX SPECTATEURS,bonsoir chers spectateurs
JOUR BON MAIS NUIT GEL CETTE NUIT ÉNORME LISSE POSSIBLE,"dégel pendant la journée, mais gel pendant la nuit, donc cette nuit aussi, il peut y avoir du verglas."
AUJOURD'HUI NORD MERVEILLEUX AVANT MIDI BEAUCOUP DE SOLEIL RÉGION HAMBOURG IX HANNOVER IX,"aujourd'hui, nous avons eu un temps magnifique dans le nord de l'allemagne, au moins le matin, beaucoup de soleil en frise orientale et entre hambourg et hanovre."
PUIS IX RÉGION DE NOUVEAU NEIGE NEIGE VIENNENT NORD,"puis quelques averses de neige venant du nord, plus tard également sur la côte de la mer du Nord"
MATIN nég-rien nég-SCHOEN NORD TRUEB,"demain, le temps ne sera pas aussi beau, il sera maussade."
MAIS DÉGIVRAGE MAIS NUIT TOUT LE MONDE GEL EST MOINS QUATRE MOINS SEPT OUEST ZÉRO VRAIMENT GEL POSSIBLE NÉG-HABITATION IX,"et malgré ce dégel, il gèlera presque partout la nuit à l'est, moins quatre à moins sept degrés à l'ouest, il fera environ zéro degré et peut-être même plus de gel à l'extrême ouest."
MAIS POSSIBLEMENT GLISSANT SI PLUS DE TROIS CENTS MÈTRES AU MILIEU DE LA MONTAGNE JE NEIGE NEIGE PLUIE,"mais il peut devenir glissant au-dessus de trois cents mètres, nous attendons de la neige cette nuit en moyenne montagne."
RIVIÈRE EST SUD-OUEST LE PLUS SOUVENT NEIGE PLUIE CENTRE SUD AGRÉABLE PARFOIS AUSSI SOLEIL VOUS ÊTES HEUREUX SI VOIR IX SOLEIL,"au nord-est de l'elbe, il y aura de la neige dans le courant de la journée au sud-ouest de l'elbe, il y aura de la pluie ou de la neige, au centre et au sud, le temps sera agréable et le soleil sera toujours présent."
DOUX DEUX ENTRE SEPT DEGRÉS SEULEMENT NORD-EST ZÉRO,"il fait doux et le dégel est de deux à sept degrés la plupart du temps, et ce n'est que dans le nord-est de l'île de Rügen que nous avons des températures aussi basses que zéro."
DOUX AU COURS DE LA JOURNÉE SURTOUT VENDREDI IX PLUIE NEIGE NEIGE SURTOUT SUD,la douceur se poursuit et surtout vendredi avec beaucoup de pluie et de neige dans le sud de l'Allemagne
MAINTENANT TEMPS COMMENT-APPARAÎTRE DEMAIN VENDREDI TRENTE DÉCEMBRE,et maintenant les prévisions météorologiques pour demain vendredi 30 décembre
SCANDINAVIE PROFONDE VENIR FROID,la dépression sur la Scandinavie nous apporte de l'air froid
DONC PLUIE TRANSFORMER NEIGE MONTAGNE JUSQU'À SAMEDI PLUS DE TRENTE CENTIMÈTRES DE NEIGE,"et ainsi les précipitations tombent de plus en plus sous forme de neige en montagne, plus de trente centimètres de neige fraîche sont possibles localement d'ici samedi"
PARTIE TEMPÊTE DONC NEIGE SOUFFLÉE PEUT ÊTRE,"comme il y a aussi des tempêtes, il faut s'attendre à de dangereuses coulées de neige"
PLUIE NEIGE NUIT VENIR IX NEIGE FORTE,la pluie et la neige s'étendent cette nuit sur l'ensemble du pays les précipitations peuvent être localement fortes
NORD TRANSFORMER AVERSES IX ORAGES,"dans la moitié nord, averses tardives au bord de la mer, parfois orageuses"
DEMAIN MATIN IX DANGER CIRCULATION EMBOUTEILLAGE,"demain matin, le trafic risque d'être perturbé dans certaines régions"
